(197, 34876, 435)
(198, 35234, 358)
(199, 35672, 438)
(200, 35974, 302)
(201, 36371, 397)
(202, 36692, 321)
(203, 37083, 391)
(204, 37401, 318)
(205, 37802, 401)
(206, 38121, 319)
(207, 38528, 407)
(208, 38854, 326)
(209, 39269, 415)
(210, 39586, 317)
(211, 40010, 424)
(212, 40344, 334)
(213, 40762, 418)
(214, 41102, 340)
(215, 41519, 417)
(216, 41874, 355)
(217, 42294, 420)
(218, 42667, 373)
(219, 43079, 412)
(220, 43431, 352)
(221, 43866, 435)
(222, 44200, 334)
(223, 44664, 464)
(224, 45005, 341)
(225, 45474, 469)
(226, 45796, 322)
(227, 46247, 451)
(228, 46592, 345)
(229, 47043, 451)
(230, 47383, 340)
(231, 47843, 460)
(232, 48218, 375)
(233, 48681, 463)
(234, 49032, 351)
(235, 49471, 439)
(236, 49844, 373)
(237, 50296, 452)
(238, 50697, 401)
(239, 51139, 442)
(240, 51526, 387)
(241, 51971, 445)
(242, 52386, 415)
(243, 52815, 429)
(244, 53253, 438)
(245, 53711, 458)
(246, 54106, 395)
(247, 54576, 470)
(248, 54958, 382)
(249, 55473, 515)
(250, 55859, 386)
(251, 56367, 508)
(252, 56760, 393)
(253, 57262, 502)
(254, 57687, 425)
(255, 58165, 478)
(256, 58586, 421)
(257, 59050, 464)
(258, 59478, 428)
(259, 59942, 464)
(260, 60387, 445)
(261, 60856, 469)
(262, 61321, 465)
(263, 61782, 461)
(264, 62250, 468)
(265, 62693, 443)
(266, 63174, 481)
(267, 63651, 477)
(268, 64119, 468)
(269, 64590, 471)
(270, 65087, 497)
(271, 65554, 467)
(272, 66061, 507)
(273, 66508, 447)
(274, 67047, 539)
(275, 67502, 455)
(276, 68017, 515)
(277, 68480, 463)
(278, 68969, 489)
(279, 69462, 493)
(280, 69946, 484)
(281, 70466, 520)
(282, 70951, 485)
(283, 71444, 493)
(284, 71925, 481)
(285, 72402, 477)
(286, 72928, 526)
(287, 73425, 497)
(288, 73945, 520)
(289, 74413, 468)
(290, 74941, 528)
(291, 75435, 494)
(292, 75991, 556)
(293, 76462, 471)
(294, 77009, 547)
(295, 77480, 471)
(296, 78055, 575)
(297, 78537, 482)
(298, 79114, 577)
(299, 79602, 488)
(300, 80195, 593)
(301, 80646, 451)
(302, 81245, 599)
(303, 81740, 495)
(304, 82313, 573)
(305, 82814, 501)
(306, 83402, 588)
(307, 83904, 502)
(308, 84499, 595)
(309, 84987, 488)
(310, 85588, 601)
(311, 86085, 497)
(312, 86704, 619)
(313, 87186, 482)
(314, 87781, 595)
(315, 88290, 509)
(316, 88892, 602)
(317, 89394, 502)
(318, 90003, 609)
(319, 90514, 511)
(320, 91114, 600)
(321, 91662, 548)
(322, 92286, 624)
(323, 92811, 525)
(324, 93533, 722)
(325, 94116, 583)
(326, 94846, 730)
(327, 95442, 596)
(328, 96166, 724)
(329, 96760, 594)
(330, 97486, 726)
(331, 97994, 508)
(332, 98643, 649)
(333, 99180, 537)
(334, 99816, 636)
(335, 100342, 526)
(336, 100995, 653)
(337, 101518, 523)
(338, 102176, 658)
(339, 102714, 538)
(340, 103381, 667)
(341, 103898, 517)
(342, 104583, 685)
(343, 105124, 541)
(344, 105800, 676)
(345, 106347, 547)
(346, 107017, 670)
(347, 107584, 567)
(348, 108254, 670)
(349, 108850, 596)
(350, 109506, 656)
(351, 110071, 565)
(352, 110760, 689)
(353, 111298, 538)
(354, 112025, 727)
(355, 112574, 549)
(356, 113304, 730)
(357, 113824, 520)
(358, 114526, 702)
(359, 115077, 551)
(360, 115776, 699)
(361, 116318, 542)
(362, 117030, 712)
(363, 117625, 595)
(364, 118339, 714)
(365, 118896, 557)
(366, 119572, 676)
(367, 120158, 586)
(368, 120851, 693)
(369, 121478, 627)
(370, 122152, 674)
(371, 122759, 607)
(372, 123437, 678)
(373, 124085, 648)
(374, 124739, 654)
(375, 125418, 679)
(376, 126116, 698)
(377, 126726, 610)
(378, 127439, 713)
(379, 128028, 589)
(380, 128807, 779)
(381, 129400, 593)
(382, 130168, 768)
(383, 130770, 602)
(384, 131527, 757)
(385, 132174, 647)
(386, 132893, 719)
(387, 133532, 639)
(388, 134230, 698)
(389, 134876, 646)
(390, 135574, 698)
(391, 136243, 669)
(392, 136947, 704)
(393, 137644, 697)
(394, 138334, 690)
(395, 139034, 700)
(396, 139695, 661)
(397, 140414, 719)
(398, 141122, 708)
(399, 141822, 700)
(400, 142519, 697)
(401, 143261, 742)
(402, 143949, 688)
(403, 144704, 755)
(404, 145360, 656)
(405, 146162, 802)
(406, 146828, 666)
(407, 147593, 765)
(408, 148270, 677)
(409, 148993, 723)
(410, 149711, 718)
(411, 150427, 716)
(412, 151182, 755)
(413, 151900, 718)
(414, 152613, 713)
(415, 153323, 710)
(416, 154013, 690)
(417, 154788, 775)
(418, 155504, 716)
(419, 156267, 763)
(420, 156939, 672)
(421, 157713, 774)
(422, 158422, 709)
(423, 159233, 811)
(424, 159908, 675)
(425, 160706, 798)
(426, 161380, 674)
(427, 162215, 835)
(428, 162901, 686)
(429, 163738, 837)
(430, 164433, 695)
(431, 165292, 859)
(432, 165934, 642)
(433, 166795, 861)
(434, 167500, 705)
(435, 168321, 821)
(436, 169036, 715)
(437, 169879, 843)
(438, 170596, 717)
(439, 171445, 849)
(440, 172140, 695)
(441, 172994, 854)
(442, 173700, 706)
(443, 174579, 879)
(444, 175260, 681)
(445, 176108, 848)
(446, 176825, 717)
(447, 177680, 855)
(448, 178387, 707)
(449, 179249, 862)
(450, 179966, 717)
(451, 180815, 849)
(452, 181582, 767)
(453, 182464, 882)
(454, 183196, 732)
(455, 184209, 1013)
(456, 185026, 817)
(457, 186050, 1024)
(458, 186885, 835)
(459, 187898, 1013)
(460, 188728, 830)
(461, 189742, 1014)
(462, 190456, 714)
(463, 191357, 901)
(464, 192110, 753)
(465, 192991, 881)
(466, 193725, 734)
(467, 194630, 905)
(468, 195357, 727)
(469, 196266, 909)
(470, 197016, 750)
(471, 197935, 919)
(472, 198652, 717)
(473, 199598, 946)
(474, 200346, 748)
(475, 201280, 934)
(476, 202034, 754)
(477, 202957, 923)
(478, 203736, 779)
(479, 204656, 920)
(480, 205475, 819)
(481, 206375, 900)
(482, 207153, 778)
(483, 208096, 943)
(484, 208838, 742)
(485, 209828, 990)
(486, 210585, 757)
(487, 211576, 991)
(488, 212294, 718)
(489, 213247, 953)
(490, 214004, 757)
(491, 214951, 947)
(492, 215695, 744)
(493, 216659, 964)
(494, 217474, 815)
(495, 218439, 965)
(496, 219202, 763)
(497, 220115, 913)
(498, 220914, 799)
(499, 221848, 934)
(500, 222701, 853)
(501, 223607, 906)
(502, 224434, 827)
(503, 225345, 911)
(504, 226226, 881)
(505, 227105, 879)
(506, 228025, 920)
(507, 228963, 938)
(508, 229788, 825)
(509, 230744, 956)
(510, 231540, 796)
(511, 232583, 1043)
(512, 233383, 800)
(513, 234411, 1028)
(514, 235222, 811)
(515, 236234, 1012)
(516, 237103, 869)
(517, 238063, 960)
(518, 238920, 857)
(519, 239852, 932)
(520, 240716, 864)
(521, 241648, 932)
(522, 242541, 893)
(523, 243480, 939)
(524, 244409, 929)
(525, 245328, 919)
(526, 246260, 932)
(527, 247139, 879)
(528, 248096, 957)
(529, 249035, 939)
(530, 249967, 932)
(531, 250890, 923)
(532, 251877, 987)
(533, 252786, 909)
(534, 253789, 1003)
(535, 254654, 865)
(536, 255719, 1065)
(537, 256596, 877)
(538, 257611, 1015)
(539, 258502, 891)
(540, 259459, 957)
(541, 260402, 943)
(542, 261350, 948)
(543, 262340, 990)
(544, 263291, 951)
(545, 264224, 933)
(546, 265163, 939)
(547, 266066, 903)
(548, 267090, 1024)
(549, 268025, 935)
(550, 269031, 1006)
(551, 269907, 876)
(552, 270927, 1020)
(553, 271851, 924)
(554, 272917, 1066)
(555, 273796, 879)
(556, 274845, 1049)
(557, 275722, 877)
(558, 276817, 1095)
(559, 277707, 890)
(560, 278804, 1097)
(561, 279706, 902)
(562, 280831, 1125)
(563, 281664, 833)
(564, 282787, 1123)
(565, 283702, 915)
(566, 284771, 1069)
(567, 285700, 929)
(568, 286798, 1098)
(569, 287730, 932)
(570, 288833, 1103)
(571, 289735, 902)
(572, 290842, 1107)
(573, 291757, 915)
(574, 292896, 1139)
(575, 293776, 880)
(576, 294877, 1101)
(577, 295802, 925)
(578, 296910, 1108)
(579, 297822, 912)
(580, 298937, 1115)
(581, 299860, 923)
(582, 300958, 1098)
(583, 301944, 986)
(584, 303084, 1140)
(585, 304023, 939)
(586, 305327, 1304)
(587, 306378, 1051)
(588, 307696, 1318)
(589, 308770, 1074)
(590, 310072, 1302)
(591, 311138, 1066)
(592, 312440, 1302)
(593, 313360, 920)
(594, 314513, 1153)
(595, 315482, 969)
(596, 316608, 1126)
(597, 317550, 942)
(598, 318707, 1157)
(599, 319638, 931)
(600, 320798, 1160)
(601, 321760, 962)
(602, 322931, 1171)
(603, 323848, 917)
(604, 325055, 1207)
(605, 326010, 955)
(606, 327202, 1192)
(607, 328163, 961)
(608, 329339, 1176)
(609, 330330, 991)
(610, 331500, 1170)
(611, 332542, 1042)
(612, 333686, 1144)
(613, 334677, 991)
(614, 335874, 1197)
(615, 336820, 946)
(616, 338073, 1253)
(617, 339038, 965)
(618, 340290, 1252)
(619, 341206, 916)
(620, 342410, 1204)
(621, 343373, 963)
(622, 344568, 1195)
(623, 345514, 946)
(624, 346730, 1216)
(625, 347765, 1035)
(626, 348981, 1216)
(627, 349950, 969)
(628, 351100, 1150)
(629, 352112, 1012)
(630, 353287, 1175)
(631, 354366, 1079)
(632, 355504, 1138)
(633, 356551, 1047)
(634, 357695, 1144)
(635, 358809, 1114)
(636, 359913, 1104)
(637, 361074, 1161)
(638, 362252, 1178)
(639, 363292, 1040)
(640, 364491, 1199)
(641, 365494, 1003)
(642, 366801, 1307)
(643, 367808, 1007)
(644, 369096, 1288)
(645, 370116, 1020)
(646, 371383, 1267)
(647, 372474, 1091)
(648, 373675, 1201)
(649, 374750, 1075)
(650, 375916, 1166)
(651, 376998, 1082)
(652, 378164, 1166)
(653, 379281, 1117)
(654, 380455, 1174)
(655, 381616, 1161)
(656, 382764, 1148)
(657, 383928, 1164)
(658, 385025, 1097)
(659, 386220, 1195)
(660, 387390, 1170)
(661, 388554, 1164)
(662, 389703, 1149)
(663, 390935, 1232)
(664, 392065, 1130)
(665, 393316, 1251)
(666, 394390, 1074)
(667, 395718, 1328)
(668, 396806, 1088)
(669, 398071, 1265)
(670, 399176, 1105)
(671, 400367, 1191)
(672, 401535, 1168)
(673, 402715, 1180)
(674, 403940, 1225)
(675, 405124, 1184)
(676, 406277, 1153)
(677, 407445, 1168)
(678, 408561, 1116)
(679, 409834, 1273)
(680, 410988, 1154)
(681, 412237, 1249)
(682, 413317, 1080)
(683, 414583, 1266)
(684, 415722, 1139)
(685, 417043, 1321)
(686, 418126, 1083)
(687, 419426, 1300)
(688, 420506, 1080)
(689, 421861, 1355)
(690, 422955, 1094)
(691, 424312, 1357)
(692, 425421, 1109)
(693, 426812, 1391)
(694, 427836, 1024)
(695, 429221, 1385)
(696, 430346, 1125)
(697, 431663, 1317)
(698, 432806, 1143)
(699, 434159, 1353)
(700, 435306, 1147)
(701, 436663, 1357)
(702, 437772, 1109)
(703, 439132, 1360)
(704, 440256, 1124)
(705, 441655, 1399)
(706, 442734, 1079)
(707, 444088, 1354)
(708, 445221, 1133)
(709, 446582, 1361)
(710, 447699, 1117)
(711, 449067, 1368)
(712, 450196, 1129)
(713, 451543, 1347)
